oid,pelanggan,resto,menu,harga,prioritas,t_masuk_detik,t_selesai_detik,status
O-153564,"Gangsar Prasasta, M.M.",kantin-pusat,ayam-bakar,22000,3,39845,41785,DONE
O-153565,Hasta Narpati,kafe-teknik,es-campur,12000,2,32736,,ANTRE
O-153566,"dr. Ozy Hutagalung, S.H.",kantin-asrama,bakso,16000,1,45094,47049,DONE
O-153567,"Teguh Riyanti, M.M.",kedai-kopi,air-mineral,4000,1,42703,,ANTRE
O-153568,"Lala Manullang, M.Pd",warung-bu-ida,soto-ayam,14000,2,39421,40861,DONE
O-153569,Nalar Wahyudin,warung-bu-ida,mie-ayam,13000,2,65211,,CANCEL
O-153570,"Cut Vivi Suryono, M.Farm",kantin-asrama,burger-kampus,21000,1,42866,43831,DONE
O-153571,Vivi Agustina,kantin-pusat,kopi-susu,18000,2,42862,44247,DONE
O-153572,Harjaya Suryatmi,kantin-asrama,soto-ayam,14000,2,45471,47401,DONE
O-153573,Ratih Wijayanti,kedai-kopi,mie-goreng,13000,2,67291,69276,DONE
O-153574,Umi Astuti,kedai-kopi,es-teh,5000,3,40136,40826,DONE
O-153575,drg. Tina Hardiansyah,kantin-pusat,bubur-ayam,11000,2,26300,27695,DONE
O-153576,R. Ina Nasyidah,kedai-kopi,es-teh,5000,2,74780,76665,DONE
O-153577,Bahuraksa Haryanto,kafe-teknik,iga-penyet,27000,2,58291,59931,DONE
O-153578,Nadine Sihombing,kafe-teknik,kentang-goreng,14000,3,74296,,ANTRE
O-153579,Nadine Sihombing,kedai-kopi,nasi-campur,20000,2,76155,78075,DONE
O-153580,"Rika Sihombing, S.Farm",kantin-pusat,soto-ayam,14000,2,43906,45711,DONE
O-153581,Drs. Kiandra Damanik,kedai-kopi,gado-gado,15000,2,27959,29949,DONE
O-153582,Yuliana Jailani,bakso-pak-yon,burger-kampus,21000,2,42379,43034,DONE
O-153583,Tedi Maheswara,kantin-asrama,juice-alpukat,17000,2,48264,49489,DONE
O-153584,Kamila Nasyidah,kedai-kopi,es-campur,12000,2,40922,,CANCEL
O-153585,"Drajat Puspasari, S.I.Kom",kafe-teknik,kentang-goreng,14000,2,24334,25974,DONE
O-153586,Banawa Samosir,kedai-kopi,air-mineral,4000,1,46769,48344,DONE
O-153587,Irwan Nasyidah,kedai-kopi,iga-penyet,27000,2,34277,35267,DONE
O-153588,Drs. Panji Mandasari,kantin-asrama,gado-gado,15000,2,35120,35855,DONE
O-153589,R. Eluh Saragih,kedai-kopi,air-mineral,4000,2,39732,,CANCEL
O-153590,Cakrawangsa Haryanti,kantin-pusat,mie-ayam,13000,3,56585,56785,DONE
O-153591,Ade Manullang,bakso-pak-yon,mie-goreng,13000,2,79158,81088,DONE
O-153592,Najwa Kurniawan,kafe-teknik,es-campur,12000,2,46305,48080,DONE
O-153593,"Dartono Pratama, S.Sos",warung-bu-ida,teh-tarik,9000,2,61096,,ANTRE
O-153594,"Cemplunk Mansur, S.Farm",kantin-asrama,ayam-bakar,22000,3,40980,,ANTRE
O-153595,Azalea Rajata,bakso-pak-yon,ayam-bakar,22000,3,49178,49713,DONE
O-153596,Tira Sudiati,bakso-pak-yon,mie-goreng,13000,2,62298,63738,DONE
O-153597,Icha Safitri,bakso-pak-yon,soto-ayam,14000,1,39534,40204,DONE
O-153598,Aditya Hartati,kedai-kopi,burger-kampus,21000,2,65573,,ANTRE
O-153599,Paiman Fujiati,kedai-kopi,teh-tarik,9000,2,59848,60658,DONE
O-153600,Puspa Mansur,kantin-asrama,kentang-goreng,14000,3,43442,43922,DONE
O-153601,Karja Kuswandari,bakso-pak-yon,kopi-susu,18000,2,68181,69826,DONE
O-153602,Balangga Rajata,kafe-teknik,gorengan,6000,2,45376,46991,DONE
O-153603,R.M. Reza Wijaya,warung-bu-ida,kentang-goreng,14000,2,64876,66006,DONE
O-153604,R. Mulyanto Pratiwi,warung-bu-ida,soto-ayam,14000,2,69393,70513,DONE
O-153605,Margana Rahimah,warung-bu-ida,juice-alpukat,17000,3,70735,72210,DONE
O-153606,"KH. Wisnu Winarno, S.Sos",warung-bu-ida,iga-penyet,27000,3,69350,70760,DONE
O-153607,"Ozy Wibisono, S.T.",kantin-pusat,nasi-campur,20000,3,39720,39980,DONE
O-153608,"Erik Damanik, M.Kom.",kafe-teknik,kopi-susu,18000,3,52462,54772,DONE
O-153609,Kezia Kusumo,kantin-pusat,nasi-campur,20000,2,65785,68030,DONE
O-153610,Ifa Andriani,kantin-pusat,roti-bakar,12000,2,65576,66066,DONE
O-153611,Wirda Nasyidah,kafe-teknik,mie-goreng,13000,3,57140,57350,DONE
O-153612,"Tgk. Pia Sirait, S.E.I",kedai-kopi,iga-penyet,27000,2,45064,45589,DONE
O-153613,"Puti Lintang Wijayanti, S.Farm",kedai-kopi,sate-ayam,24000,1,64750,,CANCEL
O-153614,Argono Safitri,kafe-teknik,juice-alpukat,17000,1,66273,,CANCEL
O-153615,Ophelia Zulkarnain,bakso-pak-yon,nasi-padang,25000,2,75547,,CANCEL
O-153616,Syahrini Suartini,warung-bu-ida,ayam-bakar,22000,3,31807,32107,DONE
O-153617,"Yunita Firgantoro, S.E.I",kantin-asrama,mie-goreng,13000,1,57868,58568,DONE
O-153618,Lidya Saptono,warung-bu-ida,nasi-padang,25000,3,71269,73459,DONE
O-153619,Eli Pranowo,kantin-asrama,sate-ayam,24000,3,34155,,CANCEL
O-153620,Keisha Gunarto,kafe-teknik,nasi-campur,20000,2,67569,,ANTRE
O-153621,"Belinda Suartini, M.TI.",kafe-teknik,soto-ayam,14000,1,72362,73922,DONE
O-153622,drg. Faizah Wasita,kafe-teknik,roti-bakar,12000,2,31314,,CANCEL
O-153623,Dr. Tira Firgantoro,bakso-pak-yon,gorengan,6000,2,48667,,CANCEL
O-153624,Bakijan Budiman,kantin-pusat,pecel-lele,18000,1,72537,74472,DONE
O-153625,"Ani Riyanti, M.TI.",kantin-asrama,es-teh,5000,1,70083,72153,DONE
O-153626,"Pandu Wibisono, S.E.",kedai-kopi,nasi-padang,25000,1,43764,,ANTRE
O-153627,Raden Sitorus,kafe-teknik,mie-ayam,13000,1,76767,77377,DONE
O-153628,Puti Cinta Pradana,bakso-pak-yon,juice-alpukat,17000,3,42093,44413,DONE
O-153629,Vega Budiman,kafe-teknik,iga-penyet,27000,1,45363,,ANTRE
O-153630,Ana Nasyiah,kantin-pusat,kopi-susu,18000,2,56487,57412,DONE
O-153631,Galih Rajata,bakso-pak-yon,iga-penyet,27000,1,25229,,ANTRE
O-153632,Omar Hassanah,warung-bu-ida,sate-ayam,24000,2,42172,43507,DONE
O-153633,Intan Saefullah,bakso-pak-yon,mie-goreng,13000,2,41267,43092,DONE
O-153634,"Hesti Sinaga, M.M.",kedai-kopi,es-teh,5000,2,26460,27980,DONE
O-153635,"R. Reksa Agustina, S.Sos",kafe-teknik,teh-tarik,9000,2,64388,,CANCEL
O-153636,Azalea Gunarto,kafe-teknik,sate-ayam,24000,2,34593,35343,DONE
O-153637,R. Vinsen Suryatmi,warung-bu-ida,bakso,16000,2,47133,48588,DONE
O-153638,"Tgk. Oskar Hasanah, M.TI.",kantin-asrama,sate-ayam,24000,2,49733,51933,DONE
O-153639,Ophelia Purwanti,kantin-pusat,air-mineral,4000,2,71030,73380,DONE
O-153640,Tira Prastuti,warung-bu-ida,soto-ayam,14000,1,42495,43255,DONE
O-153641,Gilang Rajasa,kantin-asrama,nasi-campur,20000,2,38878,41083,DONE
O-153642,Hilda Setiawan,kedai-kopi,mie-ayam,13000,1,27215,28800,DONE
O-153643,"Candrakanta Prayoga, S.I.Kom",kedai-kopi,es-teh,5000,2,69243,,ANTRE
O-153644,Dt. Yusuf Purwanti,kedai-kopi,nasi-goreng,15000,3,53744,55689,DONE
O-153645,Samiah Hardiansyah,kafe-teknik,ayam-geprek,19000,2,26434,27069,DONE
O-153646,Drajat Mansur,kantin-pusat,es-teh,5000,3,70899,,ANTRE
O-153647,Nilam Hidayat,kafe-teknik,mie-ayam,13000,3,27928,29068,DONE
O-153648,"Galiono Rajata, M.TI.",kedai-kopi,ayam-bakar,22000,2,77296,78046,DONE
O-153649,Sutan Banara Santoso,kantin-pusat,gado-gado,15000,2,41538,43673,DONE
O-153650,Tami Hidayat,kedai-kopi,air-mineral,4000,2,40467,42527,DONE
O-153651,"R. Ratna Susanti, S.Pt",kantin-pusat,sate-ayam,24000,3,26726,27336,DONE
O-153652,"Cakrawangsa Rajasa, S.E.I",kantin-asrama,nasi-campur,20000,3,67188,68368,DONE
O-153653,Dian Pudjiastuti,bakso-pak-yon,nasi-goreng,15000,2,43840,44940,DONE
O-153654,"R. Gamani Ramadan, S.Kom",kantin-asrama,iga-penyet,27000,2,44384,45399,DONE
O-153655,Hendra Winarno,kantin-asrama,bubur-ayam,11000,2,68113,70228,DONE
O-153656,Dagel Puspasari,warung-bu-ida,ayam-geprek,19000,3,66790,,CANCEL
O-153657,R. Kasiyah Lestari,bakso-pak-yon,bakso,16000,2,40478,42728,DONE
O-153658,Naradi Yuniar,kafe-teknik,gorengan,6000,2,75412,,CANCEL
O-153659,R. Vinsen Suryatmi,kantin-pusat,es-teh,5000,3,41229,,ANTRE
O-153660,Kani Lestari,kafe-teknik,gado-gado,15000,1,50789,,CANCEL
O-153661,"Tgk. Anita Halimah, S.T.",kantin-asrama,nasi-campur,20000,2,78648,,CANCEL
O-153662,Intan Simbolon,kafe-teknik,gado-gado,15000,1,29137,29742,DONE
O-153663,Latika Wacana,kedai-kopi,pecel-lele,18000,3,56721,58851,DONE
O-153664,"Tgk. Puji Farida, S.I.Kom",warung-bu-ida,mie-ayam,13000,2,64371,,ANTRE
O-153665,R. Farhunnisa Thamrin,warung-bu-ida,es-campur,12000,2,71591,73666,DONE
O-153666,"Drajat Puspasari, S.I.Kom",warung-bu-ida,es-teh,5000,2,55706,57421,DONE
O-153667,Waluyo Hidayat,kedai-kopi,es-campur,12000,1,46450,,ANTRE
O-153668,"Ratih Suartini, M.Pd",kantin-pusat,soto-ayam,14000,3,74153,76253,DONE
O-153669,Gandewa Adriansyah,kafe-teknik,iga-penyet,27000,1,29278,31413,DONE
O-153670,Vanesa Siregar,kantin-asrama,soto-ayam,14000,2,66648,67563,DONE
O-153671,Ibun Padmasari,warung-bu-ida,iga-penyet,27000,2,44714,46454,DONE
O-153672,"Puti Ella Mustofa, S.E.",kantin-pusat,es-teh,5000,3,44385,,ANTRE
O-153673,Rangga Puspasari,kantin-asrama,gorengan,6000,2,35352,35657,DONE
O-153674,Vino Aryani,kantin-asrama,juice-alpukat,17000,2,32041,32361,DONE
O-153675,"Candra Hastuti, M.Farm",kantin-asrama,kopi-susu,18000,3,42022,42522,DONE
O-153676,H. Vino Pranowo,kantin-asrama,nasi-goreng,15000,2,68307,68797,DONE
O-153677,"Luwar Nasyiah, M.TI.",kedai-kopi,bakso,16000,2,30624,32059,DONE
O-153678,Sabrina Purnawati,kedai-kopi,nasi-campur,20000,3,57709,58819,DONE
O-153679,"Dt. Martaka Prabowo, S.Kom",kafe-teknik,mie-goreng,13000,3,43964,44434,DONE
O-153680,"R. Hendra Melani, M.Kom.",kafe-teknik,nasi-goreng,15000,2,45724,47119,DONE
O-153681,Umaya Marpaung,kafe-teknik,es-teh,5000,3,29484,31309,DONE
O-153682,"Puti Yuliana Rajata, M.TI.",kantin-pusat,bubur-ayam,11000,3,48934,49284,DONE
O-153683,"Vera Nasyidah, S.Pd",kedai-kopi,es-campur,12000,2,66354,68474,DONE
O-153684,"Drs. Victoria Prasasta, M.Kom.",kantin-asrama,pecel-lele,18000,1,54514,55084,DONE
O-153685,Radika Pangestu,kafe-teknik,es-teh,5000,3,40091,41876,DONE
O-153686,Hafshah Budiman,kedai-kopi,gorengan,6000,2,70226,70896,DONE
O-153687,Dr. Widya Hartati,kedai-kopi,sate-ayam,24000,3,37597,,CANCEL
O-153688,"Raisa Sitorus, M.Kom.",kedai-kopi,burger-kampus,21000,3,53982,54552,DONE
O-153689,Ghani Sinaga,bakso-pak-yon,gorengan,6000,2,27959,,CANCEL
O-153690,Paramita Suryono,kantin-pusat,es-campur,12000,2,66371,66831,DONE
O-153691,Clara Uyainah,kedai-kopi,gorengan,6000,2,61232,62927,DONE
O-153692,Gading Lazuardi,kafe-teknik,juice-alpukat,17000,2,70574,71164,DONE
O-153693,R. Lintang Natsir,kantin-pusat,juice-alpukat,17000,2,44824,46329,DONE
O-153694,"Ir. Daliman Mardhiyah, M.Kom.",kedai-kopi,teh-tarik,9000,1,44438,,CANCEL
O-153695,Radit Tamba,warung-bu-ida,gado-gado,15000,3,43780,44755,DONE
O-153696,Ilsa Prayoga,kantin-pusat,mie-goreng,13000,2,50909,51319,DONE
O-153697,Aurora Nababan,kedai-kopi,juice-alpukat,17000,2,25243,26278,DONE
O-153698,Taufan Palastri,kafe-teknik,nasi-campur,20000,2,71905,,ANTRE
O-153699,Langgeng Tarihoran,kedai-kopi,roti-bakar,12000,3,50943,52223,DONE
O-153700,KH. Muhammad Pratama,kantin-asrama,ayam-bakar,22000,2,69097,70037,DONE
O-153701,"Puti Yuliana Rajata, M.TI.",kantin-pusat,iga-penyet,27000,2,40724,,ANTRE
O-153702,"Puti Tari Yuliarti, M.TI.",warung-bu-ida,bakso,16000,2,22689,24199,DONE
O-153703,Genta Gunarto,kedai-kopi,ayam-geprek,19000,2,78330,78915,DONE
O-153704,"Hj. Jane Marbun, S.IP",kantin-pusat,air-mineral,4000,2,55636,57776,DONE
O-153705,"Dadap Wahyudin, S.E.",warung-bu-ida,gorengan,6000,2,71641,73086,DONE
O-153706,Ajeng Palastri,kafe-teknik,juice-alpukat,17000,2,23775,25430,DONE
O-153707,Emong Saptono,kafe-teknik,gado-gado,15000,2,66946,68031,DONE
O-153708,"Wira Saptono, S.Kom",kedai-kopi,air-mineral,4000,3,53135,,ANTRE
O-153709,Alika Simbolon,kedai-kopi,teh-tarik,9000,2,67798,68738,DONE
O-153710,"Bagya Najmudin, M.Pd",kantin-pusat,ayam-geprek,19000,2,67380,67680,DONE
O-153711,Ajimat Marbun,warung-bu-ida,air-mineral,4000,1,52560,,CANCEL
O-153712,Tami Simanjuntak,kantin-pusat,ayam-bakar,22000,2,49085,50670,DONE
O-153713,"Hj. Nabila Waskita, S.IP",kedai-kopi,teh-tarik,9000,3,73947,76192,DONE
O-153714,Salsabila Handayani,kafe-teknik,air-mineral,4000,3,61566,61996,DONE
O-153715,Melinda Mulyani,kedai-kopi,iga-penyet,27000,2,25861,28121,DONE
O-153716,Ayu Rahmawati,kantin-pusat,air-mineral,4000,2,33666,34201,DONE
O-153717,Dr. Umar Utama,kantin-pusat,roti-bakar,12000,3,63767,64127,DONE
O-153718,"Lintang Haryanti, S.I.Kom",kedai-kopi,kentang-goreng,14000,3,48468,48708,DONE
O-153719,Praba Purnawati,kedai-kopi,pecel-lele,18000,2,35269,,ANTRE
O-153720,Yuni Kuswandari,warung-bu-ida,pecel-lele,18000,3,68181,68876,DONE
O-153721,Gaiman Saputra,warung-bu-ida,gado-gado,15000,2,29985,30580,DONE
O-153722,Nalar Wahyudin,bakso-pak-yon,burger-kampus,21000,2,50510,52320,DONE
O-153723,Sidiq Anggriawan,kedai-kopi,roti-bakar,12000,3,47441,47731,DONE
O-153724,Drs. Tasnim Pertiwi,bakso-pak-yon,ayam-geprek,19000,2,39502,40982,DONE
O-153725,"Dr. Raharja Kusumo, M.Kom.",kedai-kopi,nasi-padang,25000,1,54179,55559,DONE
O-153726,"Oni Sihombing, S.T.",kantin-pusat,gado-gado,15000,3,31876,33006,DONE
O-153727,Latif Suryono,warung-bu-ida,es-teh,5000,3,28114,29629,DONE
O-153728,Kamaria Januar,kantin-asrama,teh-tarik,9000,2,71530,72395,DONE
O-153729,Hani Zulkarnain,kantin-pusat,air-mineral,4000,3,41176,42786,DONE
O-153730,Eko Laksmiwati,kantin-asrama,juice-alpukat,17000,1,42675,43300,DONE
O-153731,Oskar Waluyo,kedai-kopi,burger-kampus,21000,2,24920,26010,DONE
O-153732,Vicky Uwais,kedai-kopi,teh-tarik,9000,2,40735,,CANCEL
O-153733,Wirda Lestari,kedai-kopi,ayam-geprek,19000,2,75740,77640,DONE
O-153734,Chandra Firmansyah,kafe-teknik,pecel-lele,18000,2,31554,31919,DONE
O-153735,Tira Hutagalung,warung-bu-ida,bakso,16000,2,41571,43321,DONE
O-153736,Drs. Salimah Kuswandari,warung-bu-ida,nasi-padang,25000,2,69321,71061,DONE
O-153737,Embuh Hasanah,kantin-asrama,burger-kampus,21000,3,44240,46255,DONE
O-153738,Lurhur Nasyiah,bakso-pak-yon,nasi-padang,25000,2,47582,48152,DONE
O-153739,"Drs. Cinthia Saefullah, S.Pd",kafe-teknik,sate-ayam,24000,1,70384,,CANCEL
O-153740,"Jaeman Saptono, S.Pt",kantin-pusat,soto-ayam,14000,2,66939,68999,DONE
O-153741,Indah Suwarno,kafe-teknik,kopi-susu,18000,2,69696,70111,DONE
O-153742,Wardaya Irawan,kantin-pusat,juice-alpukat,17000,1,79118,,ANTRE
O-153743,Putri Wasita,kedai-kopi,mie-goreng,13000,2,65505,65815,DONE
O-153744,Ina Dongoran,kedai-kopi,sate-ayam,24000,2,72618,74598,DONE
O-153745,Darimin Usamah,kafe-teknik,nasi-padang,25000,3,73241,74271,DONE
O-153746,"R. Marsito Prasetyo, S.I.Kom",kedai-kopi,iga-penyet,27000,2,39670,41390,DONE
O-153747,"Baktianto Uwais, S.I.Kom",kafe-teknik,es-campur,12000,2,42785,,ANTRE
O-153748,"T. Cakrajiya Agustina, M.Farm",kafe-teknik,mie-goreng,13000,2,50105,51690,DONE
O-153749,"Rika Sihombing, S.Farm",kantin-pusat,nasi-goreng,15000,2,46918,49063,DONE
O-153750,Prima Saputra,kedai-kopi,pecel-lele,18000,3,48509,49534,DONE
O-153751,"KH. Wisnu Winarno, S.Sos",warung-bu-ida,nasi-padang,25000,2,65444,66409,DONE
O-153752,Marwata Agustina,kantin-asrama,kentang-goreng,14000,1,61365,62600,DONE
O-153753,Naradi Megantara,warung-bu-ida,juice-alpukat,17000,2,44919,45574,DONE
O-153754,Hasna Mustofa,kafe-teknik,sate-ayam,24000,2,41460,42970,DONE
O-153755,Indah Nashiruddin,kedai-kopi,pecel-lele,18000,3,39578,40003,DONE
O-153756,Catur Rahayu,kantin-asrama,kopi-susu,18000,2,44211,44861,DONE
O-153757,"Putri Zulaika, M.Farm",kedai-kopi,nasi-goreng,15000,2,39954,,ANTRE
O-153758,Limar Suryono,warung-bu-ida,bakso,16000,3,35042,,ANTRE
O-153759,R.A. Sadina Prasetya,kantin-asrama,bakso,16000,2,41407,43162,DONE
O-153760,"Silvia Setiawan, S.IP",kantin-asrama,sate-ayam,24000,2,71125,,CANCEL
O-153761,"Zulaikha Rahmawati, S.Sos",bakso-pak-yon,es-campur,12000,2,41370,41970,DONE
O-153762,Ir. Jessica Simanjuntak,kantin-asrama,soto-ayam,14000,3,41515,43240,DONE
O-153763,"Pranata Prakasa, S.Gz",kafe-teknik,roti-bakar,12000,2,41348,42358,DONE
O-153764,Sidiq Ardianto,kantin-asrama,nasi-goreng,15000,2,66409,68374,DONE
O-153765,Ida Permata,kantin-asrama,bakso,16000,2,50393,50993,DONE
O-153766,Mala Dabukke,bakso-pak-yon,nasi-campur,20000,2,76898,77663,DONE
O-153767,Kiandra Puspita,warung-bu-ida,juice-alpukat,17000,3,45062,46542,DONE
O-153768,"Malika Handayani, S.E.",kantin-pusat,gorengan,6000,1,66549,67044,DONE
O-153769,Cakrajiya Maryadi,kedai-kopi,ayam-bakar,22000,2,57126,58226,DONE
O-153770,Najam Kusumo,kantin-asrama,mie-goreng,13000,2,62200,64180,DONE
O-153771,"Atma Utami, M.Farm",warung-bu-ida,ayam-geprek,19000,2,35561,,CANCEL
O-153772,"Dr. Rafid Hutapea, S.I.Kom",kedai-kopi,sate-ayam,24000,1,55492,,CANCEL
O-153773,"Dr. Darijan Kusumo, M.Ak",kafe-teknik,kopi-susu,18000,3,22269,23284,DONE
O-153774,"T. Cakrajiya Agustina, M.Farm",kafe-teknik,nasi-padang,25000,3,30208,31383,DONE
O-153775,"Ir. Jaga Wastuti, M.M.",warung-bu-ida,ayam-geprek,19000,2,48340,49600,DONE
O-153776,T. Viktor Namaga,bakso-pak-yon,es-campur,12000,2,50533,52553,DONE
O-153777,Taufik Marbun,kedai-kopi,nasi-padang,25000,1,40570,41760,DONE
O-153778,"dr. Eman Mustofa, M.Kom.",kantin-pusat,es-campur,12000,3,45508,46733,DONE
O-153779,Hj. Jelita Nuraini,bakso-pak-yon,mie-ayam,13000,2,39408,39633,DONE
O-153780,Ir. Daru Napitupulu,kantin-pusat,teh-tarik,9000,3,22832,24222,DONE
O-153781,Aisyah Utami,kantin-asrama,iga-penyet,27000,1,67667,,ANTRE
O-153782,"Puti Kartika Irawan, S.Sos",bakso-pak-yon,teh-tarik,9000,2,73091,74736,DONE
O-153783,Liman Melani,bakso-pak-yon,sate-ayam,24000,2,24101,24811,DONE
O-153784,Yono Najmudin,kantin-asrama,kopi-susu,18000,2,25835,26055,DONE
O-153785,Luwes Hutapea,kantin-pusat,air-mineral,4000,2,75361,77011,DONE
O-153786,Paramita Aryani,bakso-pak-yon,gorengan,6000,2,60981,61886,DONE
O-153787,Aris Nuraini,kafe-teknik,es-campur,12000,2,43518,45898,DONE
O-153788,Kani Uyainah,kafe-teknik,pecel-lele,18000,2,44244,46194,DONE
O-153789,"Mahesa Maryadi, S.T.",kantin-asrama,gado-gado,15000,3,53177,55252,DONE
O-153790,"Lamar Jailani, M.M.",warung-bu-ida,soto-ayam,14000,3,68270,69015,DONE
O-153791,Hairyanto Simanjuntak,warung-bu-ida,pecel-lele,18000,2,67263,68573,DONE
O-153792,"R.A. Ifa Narpati, S.Farm",kantin-asrama,gorengan,6000,2,25927,,CANCEL
O-153793,Hasna Uyainah,kedai-kopi,air-mineral,4000,2,50508,52668,DONE
O-153794,Amelia Hardiansyah,bakso-pak-yon,ayam-geprek,19000,2,54364,56389,DONE
O-153795,"Kasiyah Pudjiastuti, M.Ak",bakso-pak-yon,es-teh,5000,2,61474,61659,DONE
O-153796,"Oni Sihombing, S.T.",kantin-asrama,air-mineral,4000,2,43824,44554,DONE
O-153797,"Dr. Dipa Yuliarti, S.E.I",kantin-asrama,roti-bakar,12000,3,41087,43467,DONE
O-153798,Taufik Yolanda,kantin-pusat,mie-ayam,13000,3,69482,70877,DONE
O-153799,Ulva Suryatmi,kantin-pusat,es-teh,5000,3,29107,,CANCEL
O-153800,"T. Tasnim Maryati, M.M.",kafe-teknik,es-teh,5000,3,21765,22865,DONE
O-153801,Clara Nashiruddin,kedai-kopi,nasi-campur,20000,2,45408,45998,DONE
O-153802,Reksa Hariyah,kedai-kopi,sate-ayam,24000,2,55309,55764,DONE
O-153803,"Gilang Siregar, S.Ked",warung-bu-ida,pecel-lele,18000,2,45658,47978,DONE
O-153804,Janet Wahyuni,kantin-pusat,mie-goreng,13000,2,61816,,ANTRE
O-153805,Sidiq Hidayanto,warung-bu-ida,mie-goreng,13000,3,41830,44085,DONE
O-153806,Kani Mansur,kantin-pusat,ayam-bakar,22000,1,40291,42146,DONE
O-153807,Daryani Jailani,bakso-pak-yon,nasi-padang,25000,1,64532,65667,DONE
O-153808,Radit Tamba,kantin-pusat,ayam-geprek,19000,3,62448,63168,DONE
O-153809,Bella Nuraini,kedai-kopi,air-mineral,4000,3,53265,54560,DONE
O-153810,Febi Putra,kantin-asrama,mie-ayam,13000,2,70295,70705,DONE
O-153811,Hartaka Simanjuntak,kantin-asrama,mie-ayam,13000,2,69339,70364,DONE
O-153812,Nadine Narpati,kantin-asrama,teh-tarik,9000,2,52695,53140,DONE
O-153813,Gandewa Adriansyah,kantin-asrama,nasi-campur,20000,2,25931,27451,DONE
O-153814,"Cemeti Saputra, S.Pt",kedai-kopi,nasi-goreng,15000,2,39843,42173,DONE
O-153815,Puti Kasiyah Pratama,kafe-teknik,ayam-bakar,22000,3,55245,57240,DONE
O-153816,"Lala Melani, S.Farm",kantin-asrama,sate-ayam,24000,1,47218,49153,DONE
O-153817,"Viman Natsir, S.Gz",kantin-asrama,nasi-padang,25000,1,75568,,ANTRE
O-153818,T. Edward Haryanti,warung-bu-ida,ayam-geprek,19000,2,64862,,CANCEL
O-153819,Drs. Gamani Lestari,kantin-asrama,ayam-bakar,22000,2,29297,31127,DONE
O-153820,Cut Widya Tampubolon,kantin-asrama,soto-ayam,14000,2,76156,78261,DONE
O-153821,Ade Thamrin,kafe-teknik,ayam-bakar,22000,2,50049,50264,DONE
O-153822,"H. Kasiran Mansur, S.Pt",bakso-pak-yon,burger-kampus,21000,2,71275,,CANCEL
O-153823,Bakijan Budiman,kantin-asrama,kopi-susu,18000,2,40801,42661,DONE
O-153824,Marsudi Prabowo,kantin-asrama,es-teh,5000,2,74577,76727,DONE
O-153825,Johan Januar,bakso-pak-yon,bubur-ayam,11000,2,76208,,ANTRE
O-153826,dr. Taswir Hutapea,kantin-asrama,gado-gado,15000,2,48540,48725,DONE
O-153827,"Dr. Darijan Kusumo, M.Ak",warung-bu-ida,pecel-lele,18000,2,57297,59217,DONE
O-153828,"R. Reza Yuliarti, S.Gz",bakso-pak-yon,mie-ayam,13000,3,65854,68139,DONE
O-153829,"Sutan Caraka Pudjiastuti, M.Ak",warung-bu-ida,nasi-padang,25000,2,40185,41620,DONE
O-153830,Reza Mahendra,warung-bu-ida,ayam-bakar,22000,3,69728,,CANCEL
O-153831,Ghani Lestari,warung-bu-ida,pecel-lele,18000,2,41316,42351,DONE
O-153832,Okta Prasetyo,kafe-teknik,iga-penyet,27000,2,39631,41251,DONE
O-153833,"Sutan Rizki Mayasari, S.Farm",kantin-pusat,sate-ayam,24000,2,45089,46369,DONE
O-153834,Yulia Prasetya,kantin-asrama,gado-gado,15000,3,48735,48965,DONE
O-153835,Hj. Puti Hartati,kantin-asrama,es-teh,5000,2,71283,72113,DONE
O-153836,"Tasnim Gunawan, S.Pd",kantin-pusat,es-teh,5000,2,41292,42777,DONE
O-153837,Gina Wacana,kantin-pusat,gorengan,6000,2,41368,42408,DONE
O-153838,Unjani Mandasari,kedai-kopi,nasi-goreng,15000,1,70893,72073,DONE
O-153839,"Zulaikha Rahmawati, S.Sos",warung-bu-ida,bubur-ayam,11000,2,53676,55291,DONE
O-153840,"Prasetyo Pradipta, S.E.I",kantin-pusat,pecel-lele,18000,1,69715,,ANTRE
O-153841,R. Eluh Saragih,kedai-kopi,gorengan,6000,2,39897,40462,DONE
O-153842,Hani Mayasari,kafe-teknik,nasi-padang,25000,2,66326,67586,DONE
O-153843,Balijan Sihombing,kedai-kopi,nasi-goreng,15000,2,27895,28470,DONE
O-153844,"Eka Mardhiyah, S.Sos",kedai-kopi,bakso,16000,3,42105,42960,DONE
O-153845,Dr. Jayadi Namaga,kantin-pusat,kentang-goreng,14000,1,26305,,ANTRE
O-153846,Tami Hidayat,warung-bu-ida,sate-ayam,24000,3,45891,47756,DONE
O-153847,Zalindra Ramadan,kantin-asrama,pecel-lele,18000,3,38829,40469,DONE
O-153848,Najam Kusumo,kantin-asrama,es-campur,12000,3,45008,,ANTRE
O-153849,"Laksana Mahendra, M.M.",kantin-pusat,mie-ayam,13000,3,32171,33601,DONE
O-153850,Warji Narpati,kantin-pusat,nasi-padang,25000,1,71171,,CANCEL
O-153851,Warsa Siregar,kantin-pusat,nasi-padang,25000,2,44538,46323,DONE
O-153852,Drs. Gaman Mardhiyah,kafe-teknik,nasi-padang,25000,2,44517,,ANTRE
O-153853,Dalima Zulaika,kantin-pusat,soto-ayam,14000,2,62621,64116,DONE
O-153854,Kania Ramadan,warung-bu-ida,sate-ayam,24000,1,68415,,ANTRE
